酒店名称	酒店类型	位置信息	起价	评分	点评数
留夏时光旅租公寓(中医街分店)		近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥519起	4.9	共23条评论
哈尔滨保利丁香主题宾馆	经济型	近群力大道 · 群力新区	¥111起	4.3	共10条评论
哈尔滨伊一电竞民宿	经济型	近工程大学地铁站 · 工程大学/哈尔滨东站	¥275起	4.6	共23条评论
哈尔滨和心快捷旅馆	经济型	近卓展购物中心(哈尔滨店) · 中央大街/索菲亚大教堂/防洪纪念塔	¥112起	4.9	共8条评论
橡果公寓哈尔滨金融学院店(电碳路分店)		近哈尔滨金融学院 · 龙塔/会展中心	¥203起	4.7	共41条评论
哈尔滨好多人旅馆		近哈尔滨师大夜市 · 江南大学城	¥62起	4.6	共6条评论
鸿运旅馆(哈尔滨志华商城店)		近江北大学城地铁站 · 江北大学城	¥63起	4.9	共296条评论
哈尔滨威尼斯国际酒店公寓	经济型	近黑龙江大学 · 江南大学城	¥141起	4.6	共44条评论
绿岛招待所(哈尔滨火车站店)		近哈尔滨站 · 哈尔滨站/果戈里商业区/医大一院	¥92起	4.7	共8条评论
遇见归宿民宿		近阿城站 · 阿城商业区	¥143起	5.0	共6条评论
哈尔滨美霖宾馆	经济型	近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥599起	4.7	共8条评论
哈尔滨梦之恋宾馆	经济型	近民生尚都 · 群力新区	¥131起	4.8	共14条评论
哈尔滨龙江假日宾馆(中央大街店)	经济型	近新阳路 · 中央大街/索菲亚大教堂/防洪纪念塔	¥193起	4.7	共206条评论
哈尔滨楠天宾馆(群力医大一院店)	经济型	近哈尔滨医科大学附属第一医院(群力院区) · 群力新区	¥132起	4.8	共41条评论
恒大左岸精品民宿(景江东路分店)		近远大购物中心(群力店) · 群力新区	¥264起	4.5	共19条评论
哈尔滨南岗幸福e家公寓		近哈尔滨国际会展中心 · 龙塔/会展中心	¥189起	4.9	共33条评论
百家公寓(哈尔滨中央大街兆麟公园店)	经济型	近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥791起	4.7	共40条评论
哈尔滨朗逸主题影咖宾馆	经济型	近黑龙江大学 · 江南大学城	¥117起	4.7	共6条评论
哈尔滨爱达雅居民宿	经济型	近哈尔滨西站 · 哈西万达广场	¥435起	4.8	共14条评论
M家的高端民宿(大庆二道街分店)		近乐松购物广场 · 乐松广场/东北林业大学/香坊商业区	¥386起	5.0	共9条评论
哈尔滨报业大厦	四星级	近人民广场地铁站 · 中央大街/索菲亚大教堂/防洪纪念塔	¥520起	4.0	共25条评论
哈尔滨金沙时尚快捷宾馆	经济型	近哈尔滨医科大学附属肿瘤医院 · 医大二院/哈南站	¥113起	4.1	共9条评论
哈尔滨老周宾馆(医大二院店)	经济型	近哈尔滨医科大学附属第二医院 · 医大二院/哈南站	¥186起	4.9	共322条评论
哈尔滨莱茵小驻日租公寓	经济型	近江北大学城地铁站 · 江北大学城	¥108起	4.9	共45条评论
哈尔滨桔柚电竞公寓	经济型	近江北大学城地铁站 · 江北大学城	¥173起	4.8	共14条评论
哈尔滨每天小栈	经济型	近世茂大道地铁站 · 冰雪大世界/太阳岛	¥335起	4.8	共20条评论
泊辰宾馆(哈尔滨太平国际机场店)	经济型	近先富小学校 · 太平国际机场地区	¥142起	4.9	共71条评论
哈尔滨美涵电竞公寓(红旗小区店)	经济型	近哈药集团制药六厂 · 龙塔/会展中心	¥307起	5.0	共27条评论
布舍影院民宿(江北学院路店)	经济型	近黑龙江建筑职业技术学院 · 江北大学城	¥269起	4.9	共57条评论
一见如故的公寓(世祥路分店)		近融创茂(哈尔滨店) · 冰雪大世界/太阳岛	¥322起	5.0	共11条评论
琪瑞宾馆(哈尔滨太平国际机场店)	经济型	近金河旅游公园 · 太平国际机场地区	¥150起	4.8	共83条评论
哈尔滨乐宝时尚宾馆		近哈尔滨商业大学(北校区) · 冰雪大世界/太阳岛	¥75起	4.8	共69条评论
金地快捷宾馆(哈尔滨火车站店)		近哈尔滨站 · 哈尔滨站/果戈里商业区/医大一院	¥91起	4.8	共12条评论
云享店民宿(浦阳东路分店)		近黑龙江省纪检监察干部学院 · 冰雪大世界/太阳岛	¥203起	4.9	共19条评论
哈尔滨蜗居公寓		近哈尔滨国际会展中心 · 龙塔/会展中心	¥173起	4.9	共70条评论
悦枫宾馆(哈尔滨冰雪大世界店)	经济型	近哈医大四院(松北分院) · 冰雪大世界/太阳岛	¥132起	4.4	共15条评论
哈尔滨龍润腾达公寓	经济型	近哈尔滨工程大学 · 工程大学/哈尔滨东站	¥309起	4.9	共9条评论
房东凌晨公寓(哈平路分店)		近哈尔滨职业技术学院 · 医大二院/哈南站	¥306起	4.8	共32条评论
暖鑫美公寓	经济型	近东北农业大学 · 龙塔/会展中心	¥263起	4.7	共11条评论
哈尔滨鼎然宾馆		近731部队罪证遗址 · 平房区政府	¥61起	4.9	共25条评论
世家宾馆	经济型	近群力大道 · 群力新区	¥377起	5.0	共11条评论
禧龙宾馆(哈尔滨宣化店)	经济型	近宣化街 · 哈尔滨站/果戈里商业区/医大一院	¥246起	4.5	共26条评论
一个坐拥多套房的小姐姐公寓(世林路分店)		近融创茂(哈尔滨店) · 冰雪大世界/太阳岛	¥193起	4.8	共11条评论
哈尔滨双城顺帆快捷宾馆	经济型	近哈尔滨市双城区人民政府 · 双城	¥63起	4.8	共15条评论
哈尔滨格瓦拉观江国际公寓		近中华巴洛克风情街 · 道外巴洛克	¥40起	4.3	共19条评论
仙人阁快捷宾馆	经济型	近中央大街地铁站 · 中央大街/索菲亚大教堂/防洪纪念塔	¥274起	4.5	共11条评论
哈尔滨恒康快捷旅馆	经济型	近学府路地铁站 · 江南大学城	¥100起	4.6	共7条评论
哈尔滨皓阳客栈	经济型	近黑龙江建筑职业技术学院 · 江北大学城	¥47起	4.7	共8条评论
哈尔滨漫威电竞酒店	经济型	近文明街 · 江南大学城	¥376起	5.0	共51条评论
朵娅民宿(哈尔滨冰雪大世界融创乐园店)	经济型	近哈尔滨黑天鹅度假村 · 冰雪大世界/太阳岛	¥337起	5.0	共5条评论
AmberG公寓(黑龙江外国语学院店)	经济型	近黑龙江外国语学院 · 江北大学城	¥336起	4.9	共8条评论
哈尔滨欧皇艺栈宾馆	经济型	近江北大学城地铁站 · 江北大学城	¥121起	4.6	共41条评论
欣家精品民宿(世林路分店)	经济型	近融创茂(哈尔滨店) · 冰雪大世界/太阳岛	¥336起	4.9	共63条评论
哈尔滨心动电竞酒店	经济型	近哈尔滨西站 · 哈西万达广场	¥335起	4.8	共27条评论
哈尔滨双发时钟旅馆	经济型	近省医院地铁站 · 龙塔/会展中心	¥90起	4.6	共9条评论
众鹏快捷宾馆	经济型	近哈尔滨师范大学呼兰实验学校 · 呼兰站	¥85起	4.8	共5条评论
三舍雅居民宿(中央大街索菲亚教堂店)		近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥580起	4.7	共36条评论
哈尔滨唐唐公寓	经济型	近东北林业大学 · 江南大学城	¥273起	4.8	共70条评论
晨柏云公寓(哈西万达广场店)	经济型	近哈尔滨西站 · 哈西万达广场	¥374起	4.8	共75条评论
哈尔滨香悦时尚快捷宾馆		近哈尔滨市第一六二中学校 · 平房区政府	¥152起	4.7	共43条评论
哈尔滨鸿源宾馆	经济型	近哈尔滨二四二医院 · 平房区政府	¥132起	4.9	共130条评论
Rickyhome公寓(学府三道街2号分店)	经济型	近黑龙江大学 · 江南大学城	¥313起	4.9	共104条评论
御轩阁宾馆(哈尔滨西站店)	经济型	近哈尔滨西站 · 哈西万达广场	¥108起	4.6	共52条评论
ying莹公寓(南头道街分店)	经济型	近中华巴洛克风情街 · 道外巴洛克	¥652起	4.9	共109条评论
经典公寓(哈尔滨群力君康大厦店)	经济型	近群力大道 · 群力新区	¥336起	4.9	共54条评论
温馨民宿	经济型	近哈尔滨东站 · 工程大学/哈尔滨东站	¥40起	5.0	共6条评论
米家公寓	经济型	近远大购物中心(群力店) · 群力新区	¥192起	5.0	共13条评论
哈尔滨福瑞旅馆	经济型	近哈尔滨师大夜市 · 江南大学城	¥80起	4.8	共36条评论
哈尔滨新美月宾馆	经济型	近锅炉厂家属小区 · 乐松广场/东北林业大学/香坊商业区	¥209起	4.9	共13条评论
哈尔滨延途酒店公寓(群力恒大国际中心店)	经济型	近远大购物中心(群力店) · 群力新区	¥656起	4.7	共31条评论
室雅旅馆	经济型	近哈尔滨体育学院 · 工程大学/哈尔滨东站	¥41起	4.8	共7条评论
哈尔滨永强旅馆		近学府路地铁站 · 江南大学城	¥40起	5.0	共8条评论
哈尔滨鑫三金时尚宾馆	经济型	近哈尔滨市创新科技技工学校 · 平房区政府	¥90起	4.9	共9条评论
哈尔滨秀兰旅馆	经济型	近哈尔滨医科大学附属第二医院 · 医大二院/哈南站	¥62起	4.8	共11条评论
滨鑫公寓(哈尔滨乐松店)	经济型	近东北林业大学 · 江南大学城	¥185起	4.8	共8条评论
地玖公寓(融创茂店)	经济型	近融创茂(哈尔滨店) · 冰雪大世界/太阳岛	¥548起	5.0	共7条评论
温馨旅店(哈尔滨呼兰店)	经济型	近黑龙江农垦职业学院 · 江北大学城	¥35起	4.7	共14条评论
Patea小哥哥的民宿	经济型	近哈尔滨工程大学 · 工程大学/哈尔滨东站	¥386起	4.6	共15条评论
哈尔滨丽锦精品宾馆	经济型	近金域蓝城3期深蓝杰座 · 哈西万达广场	¥241起	4.8	共89条评论
金航宾馆(哈尔滨机场店)		近太平镇人民政府 · 太平国际机场地区	¥133起	4.9	共184条评论
禧龙宾馆(哈尔滨中央大街儿童医院店)	经济型	近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥262起	4.3	共24条评论
哈尔滨广聚商务宾馆(呼兰萧红故居店)	经济型	近哈尔滨师范大学呼兰实验学校 · 呼兰站	¥169起	4.6	共20条评论
欢迎回家公寓(规划西路分店)		近群力大道 · 群力新区	¥210起	4.9	共15条评论
哈尔滨江龙宾馆	经济型	近哈尔滨玻璃钢研究院(巨宝三路) · 冰雪大世界/太阳岛	¥131起	4.4	共48条评论
哈尔滨市26h优品快捷宾馆	经济型	近融创茂(哈尔滨店) · 冰雪大世界/太阳岛	¥274起	4.8	共6条评论
理想家公寓(群力第四大道分店)		近远大购物中心(群力店) · 群力新区	¥620起	5.0	共11条评论
经典宾馆(哈尔滨电厂店)		近金泰 · 阿城商业区	¥60起	4.9	共21条评论
托斯卡纳叁石小筑民宿(利民大道分店)		近杉杉奥特莱斯广场(哈尔滨店) · 呼兰站	¥227起	4.9	共45条评论
哈尔滨汇枫快捷宾馆	经济型	近黑龙江东方学院 · 平房区政府	¥152起	4.7	共17条评论
哈尔滨溪岸艺墅酒店式公寓	经济型	近远大购物中心(群力店) · 群力新区	¥367起	4.8	共64条评论
莫兰特电竞公寓(哈尔滨哈西万达广场西站店)	经济型	近万达广场(哈尔滨哈西店) · 哈西万达广场	¥825起	5.0	共12条评论
哈尔滨唯一精品宾馆	经济型	近哈尔滨医科大学附属肿瘤医院 · 乐松广场/东北林业大学/香坊商业区	¥98起	4.9	共11条评论
哈尔滨夏日旅馆		近哈尔滨国际会展中心 · 龙塔/会展中心	¥31起	4.7	共35条评论
哈尔滨隆鑫宾馆	经济型	近哈尔滨商业大学(北校区) · 冰雪大世界/太阳岛	¥210起	4.7	共10条评论
哈尔滨香槟湾英莲宾馆	经济型	近群力大道 · 群力新区	¥222起	4.5	共6条评论
哈尔滨云顶追影时尚宾馆		近哈尔滨医科大学附属第一医院 · 道外巴洛克	¥243起	4.7	共22条评论
哈尔滨天鑫宾馆	经济型	近新阳路 · 中央大街/索菲亚大教堂/防洪纪念塔	¥122起	4.7	共12条评论
顺航宾馆(哈尔滨太平国际机场店)	经济型	近先富小学校 · 太平国际机场地区	¥169起	4.9	共145条评论
通达假日酒店(哈尔滨中央大街防洪纪念塔店)	经济型	近新阳路 · 中央大街/索菲亚大教堂/防洪纪念塔	¥241起	4.4	共39条评论
宝迪连锁酒店(哈尔滨学院路店)	经济型	近江北大学城地铁站 · 江北大学城	¥103起	4.4	共119条评论
哈尔滨鑫海宾馆	经济型	近哈尔滨二四二医院 · 平房区政府	¥171起	4.7	共64条评论
滨城快捷宾馆(哈尔滨中央大街店)	经济型	近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥473起	4.7	共240条评论
澜山春堂民宿(沟沿街1号分店)		近中华巴洛克风情街 · 道外巴洛克	¥447起	4.9	共24条评论
哈尔滨宿缘之间公寓		近哈西万达广场 · 哈西万达广场	¥447起	4.6	共22条评论
哈尔滨森鸿舒适快捷宾馆	经济型	近哈尔滨医科大学附属肿瘤医院 · 医大二院/哈南站	¥81起	4.8	共5条评论
哈尔滨森鸿舒适快捷宾馆	经济型	近哈尔滨医科大学附属肿瘤医院 · 医大二院/哈南站	¥81起	4.8	共5条评论
哈尔滨志鑫水汇酒店	舒适型	近哈尔滨二四二医院 · 平房区政府	¥259起	4.7	共25条评论
哈尔滨蓝宝石假日宾馆	经济型	近东北农业大学地铁站 · 哈东万达广场	¥244起	4.8	共116条评论
哈尔滨学苑宾馆	经济型	近学院路 · 江北大学城	¥103起	4.9	共62条评论
时佳酒店(哈尔滨火车站店)	经济型	近哈尔滨站 · 哈尔滨站/果戈里商业区/医大一院	¥265起	4.5	共80条评论
名格公寓(哈尔滨融创乐园太阳岛)	经济型	近地中海阳光 · 冰雪大世界/太阳岛	¥1019起	4.9	共56条评论
予墨精品民宿(红霞街2号分店)		近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥1595起	4.9	共43条评论
哈尔滨喜星宾馆		近哈尔滨市双城区人民政府 · 双城	¥80起	4.6	共7条评论
馋眠酒店式公寓		近黑龙江大学 · 江南大学城	¥179起	4.4	共19条评论
哈尔滨十六舍民宿	经济型	近金泰 · 阿城商业区	¥158起	5.0	共7条评论
倾城民宿	经济型	近黑龙江农垦职业学院 · 江北大学城	¥31起	4.7	共10条评论
哈尔滨福帝经典主题宾馆		近三大动力路 · 乐松广场/东北林业大学/香坊商业区	¥228起	4.6	共16条评论
哈尔滨溪水源泉民宿	经济型	近哈尔滨松北万象汇 · 冰雪大世界/太阳岛	¥114起	4.6	共30条评论
冰城哈尔滨中央大街民宿(红霞街分店)		近中央大街 · 中央大街/索菲亚大教堂/防洪纪念塔	¥1510起	4.6	共10条评论
宾朋天下宾馆(哈尔滨太平国际机场店)	经济型	近哈尔滨市航港休闲度假村 · 太平国际机场地区	¥149起	4.8	共186条评论
哈尔滨嘉琦旅馆		近太平桥地铁站 · 工程大学/哈尔滨东站	¥42起	4.8	共5条评论
玖间公寓(测绘路分店)		近黑龙江大学 · 江南大学城	¥221起	4.9	共9条评论
哈尔滨吉都假日宾馆	经济型	近哈尔滨工程大学 · 工程大学/哈尔滨东站	¥153起	4.7	共23条评论
哈尔滨桔子主题宾馆	经济型	近河南校泵 · 双城	¥62起	4.7	共21条评论
枫阁旅馆	经济型	近哈尔滨铁道职业技术学院 · 平房区政府	¥90起	5.0	共5条评论
哈尔滨东方旅馆	经济型	近哈尔滨医科大学附属第二医院 · 医大二院/哈南站	¥80起	4.7	共19条评论
哈尔滨六和快捷主题宾馆	经济型	近建国公园 · 群力新区	¥186起	4.7	共8条评论
金岗招待所	经济型	近黑龙江农业工程职业学院(南岗校区) · 哈西万达广场	¥105起	4.6	共16条评论
佳园快捷宾馆	经济型	近南城首府 · 平房区政府	¥61起	4.9	共12条评论
雲尚民宿(环路分店)		近哈尔滨西站 · 哈西万达广场	¥348起	4.7	共48条评论
啡凡假日酒店(哈尔滨哈西高铁站万达广场店)	舒适型	近哈尔滨西站 · 哈西万达广场	¥998起	4.8	共58条评论
杨柳宾馆(哈尔滨医大二院店)	经济型	近哈尔滨医科大学附属第二医院 · 医大二院/哈南站	¥102起	4.9	共11条评论
梧桐民宿(哈尔滨医大二院店)		近哈尔滨医科大学附属第二医院 · 医大二院/哈南站	¥133起	5.0	共29条评论
米乐民宿(景阳街2号分店)		近中华巴洛克风情街 · 道外巴洛克	¥741起	4.9	共22条评论
哈尔滨新城商务宾馆	经济型	近哈尔滨师范大学呼兰实验学校 · 呼兰站	¥84起	4.6	共42条评论
哈尔滨高峰快捷酒店	经济型	近黑龙江旅游职业技术学院 · 医大二院/哈南站	¥80起	4.5	共51条评论
哈尔滨锦泽青年旅社(中央大街店)	经济型	近新阳路 · 中央大街/索菲亚大教堂/防洪纪念塔	¥116起	4.9	共17条评论
哈尔滨御豪休闲宾馆	经济型	近哈尔滨市龙江旅游中等职业技术学校 · 哈西万达广场	¥121起	4.6	共8条评论
