城市	酒店名称	酒店类型	地址	报价	酒店排名	综合评分	点评数	最热评价
哈尔滨	宾县勃莱梅客栈		宾县迎宾西路97号 交警大队东	暂无报价	哈尔滨同档次酒店好评第1335（共10350家）	4.4		
哈尔滨	迦南宾馆(哈尔滨西站工农大街地铁站店)		哈尔滨道里区工农大街118-1号(黑龙江省五院附近)	暂无报价	哈尔滨同档次酒店好评第1743（共9628家）	4.0	55	优越的地理位置:酒店交通便利。很好很舒服服务态度好打扫的很干净
哈尔滨	四季时尚酒店(哈尔滨哈西万达广场西客站店)		哈尔滨南岗区哈尔滨大街124号	¥ 202起	哈尔滨同档次酒店好评第1553（共10401家）	4.3	290	这是一家非常不错的酒店,房间宽敞明亮。房间宽敞明亮卫生很干净暖气很暖和
哈尔滨	哈尔滨晴阳宾馆		哈尔滨阿城区近郊山水大道与体南路交叉口实验小学东侧	暂无报价	哈尔滨同档次酒店好评第966（共9628家）	4.6		
哈尔滨	哈尔滨钱柜快捷宾馆(黑龙江中医药大学附属第一医院店)		哈尔滨香坊区和平路81-2号	暂无报价	哈尔滨同档次酒店好评第1511（共10279家）	4.3	18	店主还是很热情的。酒店设施齐全,房间干净整洁,住的很舒服
哈尔滨	颐居宾馆(学府路医大二院店)		哈尔滨南岗区学府路199号	暂无报价	哈尔滨同档次酒店好评第1171（共9562家）	4.4	254	卫生很好,前台太度很好。干净卫生,关键老板还非常热情
哈尔滨	今巢家庭公寓(哈尔滨哈西店)		哈尔滨南岗区中兴大道109号哈西万达SOHO公寓A座1817室	暂无报价	哈尔滨同档次酒店好评第1807（共9628家）	3.9	49	房间很好。卫生也不错,酒店环境整洁,价格
哈尔滨	哈尔滨逸家青年公寓		哈尔滨南岗区辽阳街14号	暂无报价	哈尔滨同档次酒店好评第726（共9605家）	4.7	116	总的来说还可以就是垃圾好象走了一起收。有自己家的感觉,哈哈哈哈,忘记拍照了
哈尔滨	哈尔滨万豪商务宾馆		哈尔滨双城区民安大街与新华街交汇口北	¥ 79起	哈尔滨同档次酒店好评第1438（共9628家）	4.3	173	环境非常好,服务态度好。服务热情态度好
哈尔滨	哈尔滨阳光假日酒店		哈尔滨呼兰区利民开发区南京路上海嘉园1号楼	暂无报价	哈尔滨同档次酒店好评第1052（共9628家）	4.5	144	房间隔音做的也挺好睡觉不吵。前台服务人员热情,考试入住的最佳选择
哈尔滨	五常一米阳光客栈		五常长青林场中国雪谷	暂无报价	哈尔滨同档次酒店好评第149（共9755家）	4.8		
哈尔滨	哈尔滨冰城印象商务宾馆		哈尔滨南岗区哈西大街中兴大道104号	暂无报价	哈尔滨同档次酒店好评第1633（共10468家）	4.4	270	卫生很干净服务态度很好离哪里都很近。宾馆整体环境很干净整洁
哈尔滨	哈尔滨鑫禧龙快捷宾馆(双城区政府店)		哈尔滨双城区腾达大街88号龙升购物中心D座1楼	¥ 90起	哈尔滨同档次酒店好评第993（共9628家）	4.5	91	总的来说还不错,各方面都还是令人满意的。房间挺干净,服务员态度也好,位置市中心
哈尔滨	哈尔滨鑫宇宾馆		哈尔滨阿城区民权大街28-12号	暂无报价	哈尔滨同档次酒店好评第1491（共9628家）	4.2	163	满意,挺好的,可以来入住哦
哈尔滨	宏福宾馆(哈尔滨太平国际机场店)		哈尔滨道里区太平镇先富村双庙子屯	暂无报价	哈尔滨同档次酒店好评第1780（共9606家）	3.9	56	接送机服务很好,司机很热情
哈尔滨	滨河宾馆(哈尔滨医科大学附属第一医院店)		哈尔滨南岗区邮政街122号	暂无报价	哈尔滨同档次酒店好评第1563（共9628家）	4.2	130	位置交通。距离地铁口很近,交通很方便
哈尔滨	哈尔滨景怡酒店	舒适型	哈尔滨南岗区文昌街与宣礼街交叉口，文昌街14号	暂无报价	哈尔滨舒适型酒店好评第88（共170家）	4.6	286	床单被褥都很干净漂亮,隔音也很好。居然不是一个屋里一个,我住那屋里没有
哈尔滨	艾美酒店(哈尔滨中央大街步行街店)	高档型	哈尔滨道里区通达街458号	暂无报价	哈尔滨高档型酒店好评第107（共137家）	4.3	393	酒店干净整洁,环境很好的。酒店位置很好找,卫生也很干净
哈尔滨	Club Med地中海俱乐部 亚布力度假村	豪华型	尚志滑雪旅游度假区	暂无报价	哈尔滨豪华型酒店好评第27（共29家）	4.2		
哈尔滨	铂睿酒店(哈尔滨万达城店)		哈尔滨松北区恒源街与世祥路交口万达城C13-2-103(万达城公交首末站对面)	暂无报价	哈尔滨同档次酒店好评第931（共9628家）	4.6	442	挺好的,房间挺大,干净卫生,交通方便。离融创乐园特别近,还给升级了房型
哈尔滨	哈尔滨晶淅月天时尚宾馆		哈尔滨南岗区保健路116号(健康家园高层73中旁)	暂无报价	哈尔滨同档次酒店好评第1773（共9628家）	3.9		
哈尔滨	哈尔滨报业大厦	四星级	哈尔滨道里区友谊路399号	暂无报价	哈尔滨四星级酒店好评第121（共138家）	4.2		
哈尔滨	哈尔滨相遇主题宾馆		哈尔滨道里区群力第七大道1759号	暂无报价	哈尔滨同档次酒店好评第1847（共9628家）	3.8	20	住的很舒服,离医院地铁都很近,交通方便
哈尔滨	亚布力国际会展中心	高档型	尚志亚布力滑雪旅游度假区	¥ 689起	哈尔滨高档型酒店好评第29（共29家）	4.0	77	总体不错,服务态度好
哈尔滨	哈尔滨春之澜快捷宾馆		哈尔滨道外区南直路503号	暂无报价	哈尔滨同档次酒店好评第241（共9628家）	4.7		
哈尔滨	如家酒店(哈尔滨凯德广场学府路地铁站店)	经济型	哈尔滨南岗区学府路2号	暂无报价	哈尔滨经济型酒店好评第39（共119家）	4.6	370	很好找,晚上很安静。服务态度特别好,地理位置优越
哈尔滨	哈尔滨友源宾馆		哈尔滨南岗区学府路199-1号	暂无报价	哈尔滨同档次酒店好评第1329（共9628家）	4.3	87	没有异味,干净,前台服务也很好。服务好
哈尔滨	哈尔滨桃源大厦		哈尔滨南岗区一曼街121号	¥ 171起	哈尔滨同档次酒店好评第1124（共10622家）	4.6	133	非常舒服满意,下次还会光顾
哈尔滨	美巢公寓(哈尔滨和祥路店)		哈尔滨香坊区和祥路38号(中北春城三期26号楼)	¥ 141起	哈尔滨同档次酒店好评第960（共9628家）	4.6		
哈尔滨	雪谷丽荣家客栈		五常山河屯林业局东升林场	¥ 198起	哈尔滨同档次酒店好评第117（共10619家）	5.0	134	总的来说还不错,各方面都还是令人满意的。老板娘做饭好吃,价格实惠
哈尔滨	雪谷瑞丰宾馆		五常山河林业局东升林场中国雪谷	¥ 51起	哈尔滨同档次酒店好评第127（共10619家）	5.0		
哈尔滨	哈尔滨万达文华酒店	豪华型	哈尔滨松北区世茂大道87号	暂无报价	哈尔滨豪华型酒店好评第10（共29家）	4.7	921	服务热情礼貌周到,令人感觉如沐春风。可能赶上节假日,现煮摊位排队时间太长
哈尔滨	美月宾馆(哈尔滨征仪路店)		哈尔滨南岗区征仪路307号	暂无报价		暂无评分	暂无评论	
哈尔滨	大华精品宾馆(哈尔滨会展中心店)		哈尔滨南岗区飞翼路6号	暂无报价	哈尔滨同档次酒店好评第1735（共9559家）	4.0	101	临时住两晚,总体还行吧。非常好,便宜空间大,环境干净
哈尔滨	哈尔滨盛世悦合商务宾馆(中央大街店)		哈尔滨道里区花圃街20号	暂无报价	哈尔滨同档次酒店好评第2319（共10619家）	3.9	244	各方面都很好。服务态度好,下次还会去
哈尔滨	7天酒店(哈尔滨医大一院店)	经济型	哈尔滨南岗区大成街158号	暂无报价	哈尔滨经济型酒店好评第84（共137家）	4.4	443	总体干净卫生,用品是一次性的。后半夜找的酒店,7天连锁的,比较信任
哈尔滨	汉庭酒店(哈尔滨哈东万达广场店)	经济型	哈尔滨香坊区香福路112-114号	暂无报价	哈尔滨经济型酒店好评第108（共134家）	4.3	210	味道特别好,这个细节真的很戳我。房间整洁,服务特别好,早餐样式多
哈尔滨	融华宾馆(哈尔滨中央大街索菲亚教堂店)		哈尔滨道里区中央大街218号2栋-1-11层	暂无报价	哈尔滨同档次酒店好评第1364（共9628家）	4.3	232	和孩子住的挺好,周边离中央大街很近。体验感非常好,价格是实惠
哈尔滨	哈尔滨我行我宿快捷宾馆		哈尔滨南岗区大顺街14号	暂无报价	哈尔滨同档次酒店好评第1357（共9755家）	4.4	66	交通方便,卫生干净,满意的一次体验
哈尔滨	知道商务公寓(音乐公园群力远大店)		哈尔滨道里区群力第四大道远大购物中心商务公寓A2-4门市	暂无报价	哈尔滨同档次酒店好评第661（共9628家）	4.7	209	总的来说还不错,各方面都还是令人满意的
哈尔滨	哈尔滨万达公寓(西客站店)		哈尔滨南岗区中兴大道162号万达SOHOA座公寓13层9号	¥ 241起	哈尔滨同档次酒店好评第122（共9604家）	4.8	347	房间住着很舒服,交通也很方便。老板人热情周到,总之10086个赞
哈尔滨	哈尔滨冰城假日宾馆(工程大学百盛商场店)		哈尔滨南岗区宣普街58号	暂无报价		暂无评分	暂无评论	主要卫生特别好,周边环境很清净。前台姐姐人特别好,有求必应
哈尔滨	雪谷主题宾馆		五常山河屯林业局东升林场	¥ 151起	哈尔滨同档次酒店好评第222（共10619家）	4.9	81	这家店其实最让我惊喜的是服务。房间打扫干净,空间很大超级喜欢这家酒店
哈尔滨	家缘时尚休闲宾馆(哈尔滨理工大学店)		哈尔滨南岗区清华大街7号(学府路与工电路交叉口)	暂无报价	哈尔滨同档次酒店好评第2045（共9628家）	3.3		
哈尔滨	哈尔滨辛胜快捷宾馆		哈尔滨道外区东直路542号	暂无报价	哈尔滨同档次酒店好评第1816（共9628家）	3.9	146	非常好。❤这家酒店是我本次出行住过的最好的酒店
哈尔滨	哈尔滨春天公寓		哈尔滨南岗区南直路181号(会展中心东门对面)	暂无报价	哈尔滨同档次酒店好评第1691（共9628家）	4.0		
哈尔滨	君沐禧洗浴宾馆(黑龙江科技大学店)		哈尔滨松北区浦源路黑科技大学旁	暂无报价	哈尔滨同档次酒店好评第1732（共9628家）	4.0	91	最近在装修,我们去还专门腾个车位。卫生,服务都很好
哈尔滨	哈尔滨宝航宾馆(太平国际机场店)		哈尔滨道里区太平镇太平庄	暂无报价	哈尔滨同档次酒店好评第192（共10279家）	4.8	26	卫生间的玻璃有点脏的,其它很好
哈尔滨	家和宾馆(哈尔滨学府店)		哈尔滨南岗区学府路121-12号	暂无报价	哈尔滨同档次酒店好评第1841（共9628家）	3.8	195	首先位置特别好,离哈医大二院很近。服务很好,环境还不错,出行蛮方便的
哈尔滨	哈尔滨富盈快捷宾馆		哈尔滨香坊区西骑兵街7-10号	暂无报价	哈尔滨同档次酒店好评第1233（共9559家）	4.4		
哈尔滨	宜家精品宾馆(哈尔滨中华巴洛克风情街店)		哈尔滨道外区北新街186号	暂无报价	哈尔滨同档次酒店好评第1887（共9755家）	3.9	20	总的来说还不错,各方面都还是令人满意的。酒店非常不错,各方面服务都细致周到
哈尔滨	哈尔滨漫斯特电竞酒店		哈尔滨南岗区万达广场中兴大街109号SOHOB座2717	暂无报价	哈尔滨同档次酒店好评第1030（共9628家）	4.5	85	挺好的电竞房,屋内设施齐全。电脑配置也不错,很好的一次体验
哈尔滨	哈尔滨紫丁香公寓		哈尔滨南岗区和谐大道哈西万达广场SOHO公寓A座12楼1210室	暂无报价	哈尔滨同档次酒店好评第972（共10294家）	4.6	89	体验感不错很好哦超级喜欢这家酒店。便宜没好货,我都惊呆了
哈尔滨	哈尔滨柏悦假日酒店(国际会展中心五十九中店)		哈尔滨香坊区果园街40-3	暂无报价	哈尔滨同档次酒店好评第716（共9605家）	4.7	74	在香坊区算是最好的一家电梯酒店了。前台小姐姐很热情,解答问题也细心
哈尔滨	卓越精品酒店(哈尔滨会展中心店)		哈尔滨南岗区宣庆街16号	暂无报价	哈尔滨同档次酒店好评第1123（共9628家）	4.5	97	干净,整洁,床不错,下次还会入住。挺好的,离办事地点近
哈尔滨	喜多旅馆(哈尔滨火车站店)		哈尔滨南岗区阿什河街118-2号	暂无报价	哈尔滨同档次酒店好评第96（共9605家）	4.9		
哈尔滨	哈尔滨马迭尔民防商务酒店(红博中央公园会展中心地铁站店)	舒适型	哈尔滨南岗区红旗大街270号	暂无报价	哈尔滨舒适型酒店好评第113（共226家）	4.5	69	酒店环境很好卫生干净出行方便。服务周到,交通方便,尔滨真棒👍🏻
哈尔滨	五常凤凰山凤仙源宾馆		五常凤凰山西六道街1号	暂无报价	哈尔滨同档次酒店好评第879（共9628家）	4.6	43	厨房手艺也不错,花卷果然很好吃😋可选。酒店很干净,老板人美心善💓菜做也吃
哈尔滨	哈尔滨越来越好快捷宾馆		哈尔滨南岗区邮政街396号	暂无报价	哈尔滨同档次酒店好评第1483（共9628家）	4.2		
哈尔滨	百联公寓(哈尔滨松北商大店)		哈尔滨松北区松北大道水木清华B6栋1单元	暂无报价	哈尔滨同档次酒店好评第633（共9605家）	4.7	65	楼层高空气好干净卫生
哈尔滨	尚志亚布力爱尚雪农家院		尚志亚布力滑雪场双河村	暂无报价	哈尔滨同档次酒店好评第99（共9755家）	4.9	72	雪景太美了,房间很棒干净,火炕暖暖的。房间宽敞明亮,布置的很温馨,环境优美
哈尔滨	五常五福宾馆		五常建设大街380号	暂无报价	哈尔滨同档次酒店好评第1625（共9755家）	4.2	47	有停车场,早餐赞,推荐入住。环境不错,早餐丰富
哈尔滨	哈尔滨群力远大怡家商务酒店式公寓		哈尔滨道里区群力远大商务公寓A2-14	¥ 158起	哈尔滨同档次酒店好评第1117（共10358家）	4.5	99	很好~值得比较舒服~性价比高。住的特别舒服
哈尔滨	尚志鼎泰酒店	舒适型	尚志尚志大街526号	暂无报价	哈尔滨舒适型酒店好评第149（共226家）	4.3	202	整体位置不错,有独立的停车场。卫生很好,地毯和智能坐便都是崭新的
哈尔滨	哈尔滨学府公寓		哈尔滨呼兰区学院路泓林金色地标5栋4号商服	暂无报价	哈尔滨同档次酒店好评第1331（共9628家）	4.3	66	老板娘人好,是个好地方
哈尔滨	哈尔滨锦悦假日酒店		哈尔滨松北区世茂大道251支37	暂无报价	哈尔滨同档次酒店好评第1428（共9628家）	4.3	136	总之很好吧,美中不足有些许烟味。必须要给个好评特别好啊,干净
哈尔滨	哈尔滨龙门贵宾楼酒店	舒适型	哈尔滨南岗区红军街85号	暂无报价	哈尔滨舒适型酒店好评第67（共97家）	4.0	45	让住客感觉穿越了时空。强烈来哈尔滨住这里
哈尔滨	亚布力迷你的木屋度假别墅	舒适型	尚志亚布力青云小镇别墅区5区8号	暂无报价	哈尔滨舒适型酒店好评第30（共226家）	4.8	118	房间特别干净,房主王叔叔人特别热情。非常好的体验房东叔叔阿姨很nice
哈尔滨	哈尔滨洪福客栈		哈尔滨香坊区木材东街30-1号	暂无报价	哈尔滨同档次酒店好评第1715（共9628家）	4.0		
哈尔滨	自然空间休闲宾馆(哈尔滨巴洛克极乐寺店)		哈尔滨道外区太古街214号	¥ 41起	哈尔滨同档次酒店好评第2064（共10619家）	4.1	20	老板太热情了,帮忙提行李上楼
